age (bin),Division,Name,Region,sex,State,age,Census 2000 Gender,CENSUS2000,ESTBASE2000,Number of Records,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006
75,New England,Massachusetts,Northeast,Male,25,75,-16767,16767,16767,1,16731,16194,16647,16035,15817,15700,14971
75,New England,Massachusetts,Northeast,Male,25,76,-15770,15770,15770,1,15839,15958,15516,15922,15287,15130,15003
75,New England,Massachusetts,Northeast,Male,25,77,-14434,14434,14434,1,14576,14802,14949,14592,14974,14357,14195
75,New England,Massachusetts,Northeast,Male,25,78,-14016,14016,14016,1,13831,13781,13972,14103,13786,14204,13540
75,New England,Massachusetts,Northeast,Male,25,79,-12842,12842,12842,1,13005,12960,12954,13040,13159,12883,13291
80,New England,Massachusetts,Northeast,Male,25,80,-11596,11596,11596,1,11836,12044,12045,12011,12085,12238,11948
80,New England,Massachusetts,Northeast,Male,25,81,-10261,10261,10261,1,10182,10920,11045,11095,11074,11188,11316
80,New England,Massachusetts,Northeast,Male,25,82,-9401,9401,9401,1,9607,9273,10049,10063,10152,10074,10105
80,New England,Massachusetts,Northeast,Male,25,83,-8056,8056,8056,1,8104,8807,8452,9183,9195,9288,9198
80,New England,Massachusetts,Northeast,Male,25,84,-7150,7150,7150,1,7178,7218,7894,7500,8158,8197,8329
85,New England,Massachusetts,Northeast,Male,25,85,-30948,30948,30948,1,31394,32915,34174,35920,37076,38840,40108
0,New England,New Hampshire,Northeast,Male,33,0,-7225,7225,7225,1,7305,7506,7590,7486,7429,7426,7080
0,New England,New Hampshire,Northeast,Male,33,1,-7687,7687,7687,1,7663,7409,7588,7655,7520,7470,7468
0,New England,New Hampshire,Northeast,Male,33,2,-7659,7659,7659,1,7702,7758,7478,7642,7695,7552,7510
0,New England,New Hampshire,Northeast,Male,33,3,-8127,8127,8127,1,8111,7780,7822,7517,7672,7731,7577
0,New England,New Hampshire,Northeast,Male,33,4,-8308,8308,8308,1,8275,8202,7838,7866,7541,7710,7770
5,New England,New Hampshire,Northeast,Male,33,5,-8636,8636,8636,1,8667,8374,8277,7886,7905,7581,7763
5,New England,New Hampshire,Northeast,Male,33,6,-8693,8693,8693,1,8678,8758,8435,8318,7901,7935,7612
5,New England,New Hampshire,Northeast,Male,33,7,-9088,9088,9088,1,9049,8785,8838,8487,8356,7939,7986
5,New England,New Hampshire,Northeast,Male,33,8,-9197,9197,9197,1,9177,9163,8864,8890,8517,8395,7976
5,New England,New Hampshire,Northeast,Male,33,9,-9730,9730,9730,1,9653,9273,9233,8902,8909,8535,8424
10,New England,New Hampshire,Northeast,Male,33,10,-9819,9819,9819,1,9912,9755,9341,9275,8923,8937,8562
10,New England,New Hampshire,Northeast,Male,33,11,-9452,9452,9452,1,9534,10026,9835,9391,9309,8960,8979
10,New England,New Hampshire,Northeast,Male,33,12,-9525,9525,9525,1,9546,9627,10089,9867,9403,9328,8980
10,New England,New Hampshire,Northeast,Male,33,13,-9297,9297,9297,1,9357,9647,9693,10129,9884,9425,9359
10,New England,New Hampshire,Northeast,Male,33,14,-9417,9417,9417,1,9404,9462,9722,9737,10159,9909,9453
15,New England,New Hampshire,Northeast,Male,33,15,-9154,9154,9154,1,9276,9505,9523,9756,9751,10172,9924
15,New England,New Hampshire,Northeast,Male,33,16,-8784,8784,8784,1,8828,9340,9531,9517,9730,9716,10139
15,New England,New Hampshire,Northeast,Male,33,17,-8855,8855,8855,1,8880,8790,9280,9433,9395,9603,9590
15,New England,New Hampshire,Northeast,Male,33,18,-8717,8717,8717,1,8822,8627,8533,8946,9037,9016,9188
15,New England,New Hampshire,Northeast,Male,33,19,-8554,8554,8554,1,8554,8499,8400,8289,8648,8742,8684
20,New England,New Hampshire,Northeast,Male,33,20,-7736,7736,7736,1,7854,8833,8743,8632,8524,8925,8954
20,New England,New Hampshire,Northeast,Male,33,21,-7425,7425,7425,1,7546,8206,9290,9065,8962,8859,9263
20,New England,New Hampshire,Northeast,Male,33,22,-6978,6978,6978,1,7012,7355,8113,9228,8890,8769,8682
20,New England,New Hampshire,Northeast,Male,33,23,-6227,6227,6227,1,6340,6495,6905,7666,8927,8323,8268
20,New England,New Hampshire,Northeast,Male,33,24,-5987,5987,5987,1,5983,6294,6514,6865,7707,8936,8180
25,New England,New Hampshire,Northeast,Male,33,25,-6403,6403,6403,1,6412,6024,6393,6545,6917,7754,8961
25,New England,New Hampshire,Northeast,Male,33,26,-6407,6407,6407,1,6464,7121,6686,7025,7154,7535,8366
25,New England,New Hampshire,Northeast,Male,33,27,-6773,6773,6773,1,6701,6412,7032,6539,6858,6975,7329
25,New England,New Hampshire,Northeast,Male,33,28,-7570,7570,7570,1,7465,7177,6814,7413,6827,7175,7253
25,New England,New Hampshire,Northeast,Male,33,29,-8274,8274,8274,1,8183,7668,7309,6898,7456,6837,7192
30,New England,New Hampshire,Northeast,Male,33,30,-8552,8552,8552,1,8568,8470,7902,7495,7001,7599,6902
30,New England,New Hampshire,Northeast,Male,33,31,-8392,8392,8392,1,8541,9024,8909,8280,7811,7322,7898
30,New England,New Hampshire,Northeast,Male,33,32,-8620,8620,8620,1,8630,8783,9212,9077,8397,7933,7387
30,New England,New Hampshire,Northeast,Male,33,33,-9008,9008,9008,1,9009,9022,9116,9510,9375,8673,8153
30,New England,New Hampshire,Northeast,Male,33,34,-9430,9430,9430,1,9346,9145,9111,9175,9548,9418,8666
35,New England,New Hampshire,Northeast,Male,33,35,-10386,10386,10386,1,10195,9439,9185,9135,9163,9522,9383
35,New England,New Hampshire,Northeast,Male,33,36,-10446,10446,10446,1,10497,10420,9604,9323,9245,9253,9614
35,New England,New Hampshire,Northeast,Male,33,37,-10808,10808,10808,1,10835,10712,10573,9747,9420,9328,9350
35,New England,New Hampshire,Northeast,Male,33,38,-10903,10903,10903,1,10862,11088,10884,10752,9877,9515,9466
35,New England,New Hampshire,Northeast,Male,33,39,-11404,11404,11404,1,11454,11089,11269,11051,10886,9984,9673
40,New England,New Hampshire,Northeast,Male,33,40,-11542,11542,11542,1,11475,11509,11100,11267,11015,10833,9996
40,New England,New Hampshire,Northeast,Male,33,41,-11310,11310,11310,1,11433,11679,11699,11262,11432,11146,11011
40,New England,New Hampshire,Northeast,Male,33,42,-11340,11340,11340,1,11300,11528,11738,11746,11304,11464,11200
40,New England,New Hampshire,Northeast,Male,33,43,-10884,10884,10884,1,11084,11380,11599,11772,11765,11300,11490
40,New England,New Hampshire,Northeast,Male,33,44,-10631,10631,10631,1,10641,11152,11429,11633,11785,11786,11328
45,New England,New Hampshire,Northeast,Male,33,45,-10524,10524,10524,1,10511,10621,11125,11360,11562,11709,11725
45,New England,New Hampshire,Northeast,Male,33,46,-9942,9942,9942,1,10124,10646,10763,11213,11471,11682,11826
45,New England,New Hampshire,Northeast,Male,33,47,-9958,9958,9958,1,9973,10123,10640,10722,11195,11464,11669
45,New England,New Hampshire,Northeast,Male,33,48,-9507,9507,9507,1,9547,10050,10204,10701,10797,11275,11551
45,New England,New Hampshire,Northeast,Male,33,49,-8970,8970,8970,1,9140,9446,9937,10069,10573,10684,11172
50,New England,New Hampshire,Northeast,Male,33,50,-9146,9146,9146,1,9121,9157,9454,9939,10048,10560,10691
50,New England,New Hampshire,Northeast,Male,33,51,-8907,8907,8907,1,9029,9205,9227,9517,9991,10109,10643
50,New England,New Hampshire,Northeast,Male,33,52,-9237,9237,9237,1,9021,8997,9141,9137,9429,9908,10049
50,New England,New Hampshire,Northeast,Male,33,53,-9158,9158,9158,1,9669,9013,8979,9097,9098,9374,9895
50,New England,New Hampshire,Northeast,Male,33,54,-6444,6444,6444,1,6580,9595,8937,8883,9011,9008,9338
55,New England,New Hampshire,Northeast,Male,33,55,-6631,6631,6631,1,6637,6593,9599,8925,8870,8998,9051
55,New England,New Hampshire,Northeast,Male,33,56,-6904,6904,6904,1,6841,6614,6551,9574,8866,8831,8984
55,New England,New Hampshire,Northeast,Male,33,57,-6721,6721,6721,1,6866,6761,6528,6444,9479,8768,8747
55,New England,New Hampshire,Northeast,Male,33,58,-5848,5848,5848,1,5955,6921,6818,6561,6506,9526,8810
55,New England,New Hampshire,Northeast,Male,33,59,-5276,5276,5276,1,5354,5917,6866,6755,6509,6447,9470
60,New England,New Hampshire,Northeast,Male,33,60,-5070,5070,5070,1,5117,5299,5846,6775,6662,6420,6378
60,New England,New Hampshire,Northeast,Male,33,61,-4732,4732,4732,1,4756,5061,5242,5784,6682,6576,6344
60,New England,New Hampshire,Northeast,Male,33,62,-4609,4609,4609,1,4659,4683,4955,5145,5671,6565,6477
60,New England,New Hampshire,Northeast,Male,33,63,-4340,4340,4340,1,4382,4622,4630,4916,5091,5612,6514
60,New England,New Hampshire,Northeast,Male,33,64,-4269,4269,4269,1,4271,4309,4532,4588,4829,5002,5534
65,New England,New Hampshire,Northeast,Male,33,65,-4273,4273,4273,1,4294,4175,4244,4448,4588,4746,4921
65,New England,New Hampshire,Northeast,Male,33,66,-4022,4022,4022,1,4062,4168,4065,4134,4399,4475,4640
65,New England,New Hampshire,Northeast,Male,33,67,-3875,3875,3875,1,3863,3958,4068,3967,4091,4298,4380
65,New England,New Hampshire,Northeast,Male,33,68,-3925,3925,3925,1,3920,3777,3901,3995,3944,4018,4234
65,New England,New Hampshire,Northeast,Male,33,69,-3746,3746,3746,1,3714,3793,3648,3794,3916,3814,3896
70,New England,New Hampshire,Northeast,Male,33,70,-3732,3732,3732,1,3753,3611,3679,3572,3758,3810,3716
70,New England,New Hampshire,Northeast,Male,33,71,-3500,3500,3500,1,3506,3608,3478,3552,3487,3623,3674
70,New England,New Hampshire,Northeast,Male,33,72,-3318,3318,3318,1,3305,3374,3506,3368,3501,3370,3517
70,New England,New Hampshire,Northeast,Male,33,73,-3165,3165,3165,1,3195,3197,3281,3408,3296,3376,3236
70,New England,New Hampshire,Northeast,Male,33,74,-3009,3009,3009,1,3010,3079,3086,3175,3339,3168,3248
75,New England,New Hampshire,Northeast,Male,33,75,-2952,2952,2952,1,2955,2847,2943,2943,3067,3188,3026
75,New England,New Hampshire,Northeast,Male,33,76,-2652,2652,2652,1,2672,2811,2718,2813,2847,2931,3061
75,New England,New Hampshire,Northeast,Male,33,77,-2524,2524,2524,1,2558,2536,2703,2574,2722,2706,2792
75,New England,New Hampshire,Northeast,Male,33,78,-2420,2420,2420,1,2395,2425,2419,2559,2458,2570,2571
75,New England,New Hampshire,Northeast,Male,33,79,-2210,2210,2210,1,2247,2234,2288,2280,2437,2305,2412
80,New England,New Hampshire,Northeast,Male,33,80,-1933,1933,1933,1,1980,2077,2094,2139,2172,2277,2129
80,New England,New Hampshire,Northeast,Male,33,81,-1806,1806,1806,1,1795,1811,1904,1927,1970,1987,2106
80,New England,New Hampshire,Northeast,Male,33,82,-1490,1490,1490,1,1528,1639,1678,1766,1798,1824,1846
80,New England,New Hampshire,Northeast,Male,33,83,-1323,1323,1323,1,1334,1401,1523,1558,1656,1655,1685
80,New England,New Hampshire,Northeast,Male,33,84,-1210,1210,1210,1,1219,1207,1279,1397,1423,1484,1487
85,New England,New Hampshire,Northeast,Male,33,85,-5049,5049,5049,1,5135,5434,5695,5990,6390,6739,7134
0,New England,Rhode Island,Northeast,Male,44,0,-6195,6195,6195,1,6249,6430,6401,6454,6716,6484,6229
0,New England,Rhode Island,Northeast,Male,44,1,-6448,6448,6448,1,6420,6279,6479,6427,6420,6644,6411
0,New England,Rhode Island,Northeast,Male,44,2,-6587,6587,6587,1,6614,6438,6310,6501,6392,6349,6569
0,New England,Rhode Island,Northeast,Male,44,3,-6597,6597,6597,1,6580,6641,6470,6330,6477,6324,6279
0,New England,Rhode Island,Northeast,Male,44,4,-6775,6775,6775,1,6740,6611,6678,6485,6303,6420,6261
5,New England,Rhode Island,Northeast,Male,44,5,-7014,7014,7014,1,7030,6778,6661,6703,6458,6247,6371
5,New England,Rhode Island,Northeast,Male,44,6,-7181,7181,7181,1,7164,7067,6825,6693,6682,6399,6196
5,New England,Rhode Island,Northeast,Male,44,7,-7393,7393,7393,1,7356,7193,7108,6842,6663,6614,6331
5,New England,Rhode Island,Northeast,Male,44,8,-7558,7558,7558,1,7537,7384,7223,7120,6808,6600,6551
5,New England,Rhode Island,Northeast,Male,44,9,-7764,7764,7764,1,7703,7564,7417,7236,7083,6733,6528
10,New England,Rhode Island,Northeast,Male,44,10,-7780,7780,7780,1,7855,7730,7603,7429,7196,7007,6661
10,New England,Rhode Island,Northeast,Male,44,11,-7465,7465,7465,1,7524,7889,7769,7618,7390,7118,6932
10,New England,Rhode Island,Northeast,Male,44,12,-7245,7245,7245,1,7257,7566,7933,7787,7579,7313,7045
10,New England,Rhode Island,Northeast,Male,44,13,-7199,7199,7199,1,7229,7279,7593,7938,7737,7490,7224
10,New England,Rhode Island,Northeast,Male,44,14,-7077,7077,7077,1,7059,7268,7319,7613,7886,7637,7393
15,New England,Rhode Island,Northeast,Male,44,15,-7036,7036,7036,1,7101,7095,7311,7336,7569,7803,7551
15,New England,Rhode Island,Northeast,Male,44,16,-6941,6941,6941,1,6939,7126,7126,7308,7277,7472,7699
15,New England,Rhode Island,Northeast,Male,44,17,-6944,6944,6944,1,6948,7006,7197,7175,7284,7223,7418
15,New England,Rhode Island,Northeast,Male,44,18,-8178,8178,8178,1,8236,8603,8721,8853,8950,8995,8969
15,New England,Rhode Island,Northeast,Male,44,19,-9100,9100,9100,1,9088,8702,9139,9071,9510,9410,9439
20,New England,Rhode Island,Northeast,Male,44,20,-8537,8537,8537,1,8621,9065,8799,9059,9213,9306,9248
20,New England,Rhode Island,Northeast,Male,44,21,-7850,7850,7850,1,7950,8250,8859,8365,8866,8706,8837
20,New England,Rhode Island,Northeast,Male,44,22,-7074,7074,7074,1,7108,6831,7284,7816,7292,7703,7527
20,New England,Rhode Island,Northeast,Male,44,23,-6232,6232,6232,1,6321,7028,6635,7131,7686,6939,7512
20,New England,Rhode Island,Northeast,Male,44,24,-5902,5902,5902,1,5891,6088,6889,6331,6885,7397,6551
25,New England,Rhode Island,Northeast,Male,44,25,-6118,6118,6118,1,6127,6141,6347,7154,6446,7062,7572
25,New England,Rhode Island,Northeast,Male,44,26,-5841,5841,5841,1,5896,6181,6212,6368,7136,6273,7018
25,New England,Rhode Island,Northeast,Male,44,27,-6218,6218,6218,1,6154,5973,6271,6280,6359,7074,6171
25,New England,Rhode Island,Northeast,Male,44,28,-6612,6612,6612,1,6536,6160,6022,6279,6215,6191,6931
25,New England,Rhode Island,Northeast,Male,44,29,-7003,7003,7003,1,6928,6617,6302,6118,6322,6173,6156
30,New England,Rhode Island,Northeast,Male,44,30,-7430,7430,7430,1,7438,7052,6829,6448,6211,6318,6175
30,New England,Rhode Island,Northeast,Male,44,31,-6997,6997,6997,1,7110,7587,7262,7007,6555,6228,6330
30,New England,Rhode Island,Northeast,Male,44,32,-7316,7316,7316,1,7336,7097,7631,7285,6955,6425,6094
30,New England,Rhode Island,Northeast,Male,44,33,-7207,7207,7207,1,7198,7490,7265,7792,7355,6971,6409
30,New England,Rhode Island,Northeast,Male,44,34,-7871,7871,7871,1,7798,7266,7586,7321,7797,7283,6894
35,New England,Rhode Island,Northeast,Male,44,35,-8322,8322,8322,1,8181,7952,7407,7732,7413,7807,7286
35,New England,Rhode Island,Northeast,Male,44,36,-8322,8322,8322,1,8362,8259,8045,7471,7772,7317,7710
35,New England,Rhode Island,Northeast,Male,44,37,-8180,8180,8180,1,8188,8336,8222,7999,7396,7617,7119
35,New England,Rhode Island,Northeast,Male,44,38,-8517,8517,8517,1,8486,8234,8397,8254,8002,7298,7505
35,New England,Rhode Island,Northeast,Male,44,39,-8471,8471,8471,1,8483,8544,8290,8428,8253,7940,7203
40,New England,Rhode Island,Northeast,Male,44,40,-8563,8563,8563,1,8513,8523,8587,8297,8395,8149,7830
40,New England,Rhode Island,Northeast,Male,44,41,-8277,8277,8277,1,8360,8587,8597,8643,8316,8361,8105
40,New England,Rhode Island,Northeast,Male,44,42,-8527,8527,8527,1,8481,8384,8610,8608,8615,8227,8267
40,New England,Rhode Island,Northeast,Male,44,43,-8021,8021,8021,1,8150,8567,8461,8667,8639,8587,8188
40,New England,Rhode Island,Northeast,Male,44,44,-8064,8064,8064,1,8062,8018,8466,8326,8495,8417,8368
45,New England,Rhode Island,Northeast,Male,44,45,-8136,8136,8136,1,8118,8200,8169,8609,8412,8541,8500
45,New England,Rhode Island,Northeast,Male,44,46,-7450,7450,7450,1,7579,7877,7960,7917,8332,8089,8247
45,New England,Rhode Island,Northeast,Male,44,47,-7285,7285,7285,1,7290,7697,8001,8059,8009,8369,8132
45,New England,Rhode Island,Northeast,Male,44,48,-7063,7063,7063,1,7085,7324,7734,8015,8056,7935,8307
45,New England,Rhode Island,Northeast,Male,44,49,-6768,6768,6768,1,6871,6955,7200,7595,7862,7848,7719
50,New England,Rhode Island,Northeast,Male,44,50,-7075,7075,7075,1,7048,6962,7056,7287,7679,7906,7898
50,New England,Rhode Island,Northeast,Male,44,51,-6684,6684,6684,1,6765,6965,6877,6961,7168,7505,7733
50,New England,Rhode Island,Northeast,Male,44,52,-6770,6770,6770,1,6612,6686,6878,6786,6845,7020,7367
50,New England,Rhode Island,Northeast,Male,44,53,-6907,6907,6907,1,7267,6696,6767,6961,6848,6870,7068
50,New England,Rhode Island,Northeast,Male,44,54,-5224,5224,5224,1,5318,7190,6614,6686,6847,6687,6730
55,New England,Rhode Island,Northeast,Male,44,55,-5225,5225,5225,1,5226,5339,7187,6601,6672,6792,6643
55,New England,Rhode Island,Northeast,Male,44,56,-5090,5090,5090,1,5043,5139,5241,7071,6464,6500,6624
55,New England,Rhode Island,Northeast,Male,44,57,-5302,5302,5302,1,5402,4995,5094,5196,6995,6349,6405
55,New England,Rhode Island,Northeast,Male,44,58,-4442,4442,4442,1,4514,5340,4930,5044,5142,6891,6234
55,New England,Rhode Island,Northeast,Male,44,59,-3965,3965,3965,1,4009,4434,5243,4855,4949,5026,6786
60,New England,Rhode Island,Northeast,Male,44,60,-3979,3979,3979,1,4008,3964,4386,5204,4795,4857,4943
60,New England,Rhode Island,Northeast,Male,44,61,-3810,3810,3810,1,3824,3953,3902,4336,5136,4687,4791
60,New England,Rhode Island,Northeast,Male,44,62,-3703,3703,3703,1,3731,3750,3877,3831,4250,4990,4559
60,New England,Rhode Island,Northeast,Male,44,63,-3418,3418,3418,1,3444,3671,3672,3795,3791,4151,4886
60,New England,Rhode Island,Northeast,Male,44,64,-3388,3388,3388,1,3383,3350,3588,3574,3710,3662,4029
65,New England,Rhode Island,Northeast,Male,44,65,-3432,3432,3432,1,3435,3313,3284,3526,3530,3623,3566
65,New England,Rhode Island,Northeast,Male,44,66,-3220,3220,3220,1,3240,3362,3236,3216,3444,3404,3517
65,New England,Rhode Island,Northeast,Male,44,67,-3257,3257,3257,1,3240,3177,3308,3188,3167,3368,3326
65,New England,Rhode Island,Northeast,Male,44,68,-3094,3094,3094,1,3082,3132,3083,3203,3075,3028,3245
65,New England,Rhode Island,Northeast,Male,44,69,-3405,3405,3405,1,3362,3028,3064,3006,3138,2982,2953
70,New England,Rhode Island,Northeast,Male,44,70,-3188,3188,3188,1,3193,3263,2931,2986,2931,3035,2881
70,New England,Rhode Island,Northeast,Male,44,71,-3240,3240,3240,1,3233,3096,3203,2840,2934,2862,2974
70,New England,Rhode Island,Northeast,Male,44,72,-3341,3341,3341,1,3315,3137,3029,3113,2766,2829,2772
70,New England,Rhode Island,Northeast,Male,44,73,-3212,3212,3212,1,3230,3159,2973,2895,2965,2590,2670
70,New England,Rhode Island,Northeast,Male,44,74,-3162,3162,3162,1,3152,3070,3004,2845,2771,2831,2452
75,New England,Rhode Island,Northeast,Male,44,75,-3063,3063,3063,1,3055,2997,2939,2868,2734,2621,2686
75,New England,Rhode Island,Northeast,Male,44,76,-2839,2839,2839,1,2848,2917,2864,2827,2790,2612,2489
75,New England,Rhode Island,Northeast,Male,44,77,-2697,2697,2697,1,2722,2673,2737,2665,2652,2603,2443
75,New England,Rhode Island,Northeast,Male,44,78,-2624,2624,2624,1,2589,2559,2524,2566,2520,2502,2457
75,New England,Rhode Island,Northeast,Male,44,79,-2414,2414,2414,1,2444,2446,2431,2384,2452,2371,2370
80,New England,Rhode Island,Northeast,Male,44,80,-2113,2113,2113,1,2155,2220,2245,2223,2198,2252,2173
80,New England,Rhode Island,Northeast,Male,44,81,-1871,1871,1871,1,1855,2006,2083,2090,2103,2060,2104
80,New England,Rhode Island,Northeast,Male,44,82,-1735,1735,1735,1,1773,1653,1815,1898,1886,1877,1842
80,New England,Rhode Island,Northeast,Male,44,83,-1429,1429,1429,1,1437,1610,1488,1641,1710,1683,1689
80,New England,Rhode Island,Northeast,Male,44,84,-1244,1244,1244,1,1249,1333,1483,1350,1525,1567,1529
